Age,Sex,Education,Marital_Status,Job_Position,Shifts,Working_days/week,Working_hours/week_excbreak,Break_timeHrs,Job_Experience,Travelling_Time,SalaryPer Annum,Family_Type,Family_Members,Dependent_Members,Earning_Members,Felt_stress,Stress_past,S1,S2,S3,S4,S5,S6,S7,S8,F1,F2,F3,F4,F5,F6,F7,F8,F9,F10,F11,F12,F13,F14,F15,How stress shows its ill effect in job performance?,Health_Problems,Physical_mental_problems,Coping_Stress,CopingMethods_beneficial,C1,C2,C3,C4,C5,C6,C7,C8,C9,C10,C11,C12,Organisation_Stress,Beneficial_Org,Company_Programs,Members
24,Female,Graduate,Single,Associate,Day only,5,8,1,1,2,2,1,5,1,4,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,Effective training and development program,Aishwarya Ashokan
40,Male,Post Graduate,Married,Team Leader,Day only,5,9,1,4,4,4,1,4,2,2,1,,2,2,2,2,1,2,3,2,2,1,2,1,1,1,1,1,1,1,1,1,2,2,2,Can't complete your work within specific time,None,None,1,1,4,4,4,5,5,4,2,4,4,5,4,2,1,1,Effective training and development program,Aishwarya Ashokan
22,Male,Graduate,Single,Associate,Day only,6,8,1,1,4,1,1,6,4,2,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,Employee counselling,Suresh Konar
22,Male,Graduate,Single,Trainee,Day only,5,8,1,1,3,1,2,4,1,3,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,Employee counselling;Effective training and development program;Motivational lectures;Health club,Suresh Konar
22,Male,Graduate,Single,Trainee,Day only,6,9,1,1,3,1,1,4,0,4,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,Effective training and development program;Health club,Suresh Konar
43,Male,Graduate,Single,Associate,Day only,5,9,1,4,3,2,1,3,2,1,1,,2,1,2,1,1,4,2,5,3,4,4,4,2,2,2,4,1,1,2,1,1,1,2,Can't complete your work within specific time,Stomach disorder,Others,0,,,,,,,,,,,,,,0,,Effective training and development program;Motivational lectures;Health club,Suresh Konar
22,Male,Graduate,Single,Associate,Day only,5,8,1,1,4,2,1,4,2,2,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,Employee counselling;Health club,Suresh Konar
34,Male,Graduate,Married,Manager,Day only,5,7,1,3,1,4,1,3,1,2,1,,3,2,2,2,2,3,2,2,1,2,1,2,2,1,1,2,2,1,1,1,1,1,2,Can't complete your work within specific time,Restlessness,Increased Smoking,0,,,,,,,,,,,,,,0,,Effective training and development program,Anshika Yadav
22,Female,Graduate,Single,Associate,Day only,5,7,1,1,4,1,1,4,2,2,0,1,1,1,1,1,1,4,4,5,4,5,5,5,5,5,5,5,5,5,5,5,5,5,3,Committing more errors,Anxiety,Poor performance in job,0,,,,,,,,,,,,,,0,,Effective training and development program,Suresh Konar
29,Male,Graduate,Single,Team Leader,Day only,6,8,1,2,5,2,2,6,3,3,0,1,3,2,3,3,1,1,5,4,1,3,2,1,2,1,2,2,2,2,2,2,2,2,2,Increased Absenteeism,Headache,Increased Smoking,1,0,3,4,5,5,5,5,5,5,5,5,5,4,1,1,Employee counselling;Effective training and development program;Motivational lectures;Health club,Suresh Konar
21,Male,Graduate,Single,Associate,Day or Night,6,7,1,1,5,1,1,4,2,2,1,,1,1,1,2,1,3,3,2,4,2,2,2,2,2,4,3,5,1,1,3,3,4,4,Low morale,None,Increased Smoking;Withdrawal from relationship,0,,,,,,,,,,,,,,0,,Effective training and development program,Suresh Konar
23,Female,Post Graduate,Single,Trainee,Day only,5,8,1,1,5,2,1,3,1,2,1,,3,2,4,3,4,4,4,3,1,2,3,4,3,1,2,3,3,2,2,2,2,3,5,Committing more errors,Tension,Under/Over Eating;Poor performance in job,1,1,1,1,5,5,5,5,1,5,5,5,5,5,1,1,Motivational lectures,Aishwarya Ashokan
22,Male,Graduate,Single,Trainee,Day only,6,8,1,1,3,1,1,2,1,1,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,Health club,Suresh Konar
24,Female,Post Graduate,Single,Trainee,Day only,5,8,1,2,1,2,1,4,1,3,0,1,1,2,2,1,3,4,4,1,4,3,3,4,3,3,5,5,5,5,1,1,1,5,5,Lack of concentration,Headache;Tension;Anxiety;Depression;Insomnia;High/Low Blood Pressure;Back pain,Withdrawal from relationship;Suicidal Thoughts,0,,,,,,,,,,,,,,1,1,Employee counselling;Effective training and development program;Health club,Aishwarya Ashokan
26,Male,Graduate,Single,Associate,Day only,6,8,1,1,2,1,2,8,5,3,1,,1,1,1,2,1,2,1,3,4,4,2,3,4,4,3,2,2,3,3,2,1,2,3,Lack of concentration,Back pain,None,0,,,,,,,,,,,,,,0,,Effective training and development program,Suresh Konar
28,Female,Graduate,Married,Senior Associate,Day only,6,8,1,1,3,2,2,6,4,2,1,,1,1,3,2,3,2,2,3,4,4,4,3,5,4,4,4,4,4,4,4,4,4,4,Committing more errors,Headache;Back pain,Others,0,,,,,,,,,,,,,,1,1,Employee counselling;Effective training and development program;Motivational lectures,Suresh Konar
23,Female,Graduate,Single,Associate,Day only,5,8,1,1,1,2,1,4,2,2,1,,1,2,3,2,2,3,3,3,4,4,4,3,5,4,4,3,4,5,5,5,3,3,3,Lack of concentration,Headache;Anxiety;Insecurity;Restlessness,Under/Over Eating;Frequent crying,0,,,,,,,,,,,,,,1,1,Effective training and development program,Suresh Konar
24,Male,Graduate,Single,Senior Associate,Night only,5,9,1,1,2,1,2,5,2,3,1,,2,2,2,3,3,3,3,2,1,1,1,1,1,1,1,1,1,2,1,2,2,2,2,Can't complete your work within specific time,Headache;Tension;High/Low Blood Pressure;Back pain,Increased Smoking;Excessive alcohol;Violence,0,,,,,,,,,,,,,,0,,Employee counselling;Effective training and development program,Suresh Konar
23,Female,Graduate,Single,Associate,Day only,5,8,1,1,2,2,1,5,3,2,0,1,1,3,1,3,1,3,3,3,4,4,2,3,3,4,4,4,4,4,5,4,4,4,3,Lack of concentration,None,None,1,1,4,4,4,4,4,4,4,4,4,4,4,3,1,1,Employee counselling,Aishwarya Ashokan
27,Male,Post Graduate,Single,Senior Associate,Day only,5,9,1,1,2,3,1,4,2,2,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,Effective training and development program;Motivational lectures,Suresh Konar
24,Female,Post Graduate,Single,Trainee,Day only,6,8,1,2,1,1,1,4,2,2,1,,1,3,3,3,3,3,4,3,4,4,4,2,2,4,2,3,2,2,2,3,2,2,5,Losing patience while dealing with customers or clients,Headache;Tension;Depression;Restlessness;Back pain,Frequent crying,0,,,,,,,,,,,,,,0,,Health club,Aishwarya Ashokan
24,Male,Graduate,Single,Trainee,Day only,6,9,1,1,2,1,1,5,2,3,1,,1,2,1,1,1,5,5,5,4,4,4,4,3,3,1,1,1,1,1,1,1,1,1,Losing patience while dealing with customers or clients,Headache;Stomach disorder;Tension;Back pain,Poor performance in job;None,0,,,,,,,,,,,,,,0,,Health club,Aishwarya Ashokan
22,Male,Graduate,Single,Associate,Day only,5,9,1,1,2,2,1,4,1,3,1,,2,1,1,2,1,5,5,5,3,4,4,4,5,4,5,4,4,4,3,4,1,4,1,Lack of concentration,Others,None,0,,,,,,,,,,,,,,1,1,Health club,Aishwarya Ashokan
22,Male,Post Graduate,Single,Trainee,Day only,6,8,1,1,5,1,1,3,1,2,1,,3,3,2,2,2,2,2,3,2,2,4,4,4,4,4,4,4,4,4,4,2,4,4,Low morale,Anxiety;Depression;Insomnia,Excessive alcohol;Under/Over Eating;Suicidal Thoughts,0,,,,,,,,,,,,,,0,,Effective training and development program;Health club,Suresh Konar
22,Female,Graduate,Single,Associate,Day or Night,6,7,1,1,3,1,1,5,3,2,1,,2,3,3,3,2,2,3,3,4,3,4,4,4,4,4,3,4,4,3,5,3,4,4,Committing more errors,Headache;Stomach disorder;Depression;Back pain,Under/Over Eating;Suicidal Thoughts;Violence,0,,,,,,,,,,,,,,0,,Employee counselling;Health club,Suresh Konar
23,Male,Graduate,Single,Associate,Day or Night,5,8,1,1,1,2,1,4,1,3,1,,2,3,2,4,2,3,3,1,5,3,4,5,3,2,2,2,2,2,1,2,2,2,1,Committing more errors,Stomach disorder;Anxiety;Insomnia,None,0,,,,,,,,,,,,,,0,,Employee counselling;Effective training and development program,Suresh Konar
23,Female,Post Graduate,Single,Trainee,Day only,5,8,1,1,3,1,1,4,2,2,1,,3,4,5,4,4,3,3,2,4,3,3,3,5,4,5,3,4,4,5,5,4,4,4,Lack of concentration,Headache;Tension;Depression;Insecurity,Under/Over Eating;Poor performance in job,0,,,,,,,,,,,,,,0,,Employee counselling;Effective training and development program,Anshika Yadav
22,Male,Graduate,Single,Senior Associate,Day only,5,8,1,1,2,2,1,3,1,2,1,,1,2,3,2,4,3,3,2,5,4,3,5,3,2,1,1,1,4,2,2,2,2,2,Lack of concentration,Headache;Tension,Under/Over Eating;Violence,0,,,,,,,,,,,,,,0,,Employee counselling;Effective training and development program;Health club,Aishwarya Ashokan
22,Female,Graduate,Single,Trainee,Day or Night,5,8,1,1,1,1,1,4,1,3,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,Effective training and development program,Suresh Konar
24,Male,Graduate,Single,Senior Associate,Day or Night,5,8,1,1,2,2,1,5,4,1,1,,2,2,3,3,3,4,2,4,2,4,4,3,5,4,2,4,2,3,3,3,3,3,4,Lack of concentration,Headache;Tension;Restlessness,Poor performance in job,0,,,,,,,,,,,,,,0,,Health club,Aishwarya Ashokan
23,Female,Post Graduate,Single,Associate,Day only,6,8,1,1,4,1,1,5,2,3,1,,2,2,4,4,3,3,3,3,2,4,2,4,4,1,2,4,1,2,1,5,1,2,5,Committing more errors,Tension;Anxiety;Restlessness,Poor performance in job,0,,,,,,,,,,,,,,0,,Employee counselling;Effective training and development program;Motivational lectures;Health club,Aishwarya Ashokan
24,Female,Graduate,Single,Associate,Day only,6,8,1,1,3,1,1,5,2,3,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,Motivational lectures,Aishwarya Ashokan
22,Male,Graduate,Single,Trainee,Day only,6,8,1,1,1,1,1,5,1,4,1,,1,1,1,1,1,2,2,3,3,3,3,2,2,3,2,2,3,2,2,3,3,3,3,Committing more errors,None,Under/Over Eating,0,,,,,,,,,,,,,,1,1,Employee counselling,Suresh Konar
22,Female,Post Graduate,Single,Associate,Day or Night,5,8,1,1,1,1,1,4,2,2,1,,2,2,3,3,3,3,4,4,4,4,4,4,4,2,2,2,3,3,1,3,4,4,3,Lack of concentration,Headache;Depression;High/Low Blood Pressure;Restlessness;Back pain,Under/Over Eating;Frequent crying,0,,,,,,,,,,,,,,0,,Health club,Aishwarya Ashokan
23,Female,Post Graduate,Single,Trainee,Day only,5,7,1,2,5,2,1,3,1,2,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,Employee counselling,Suresh Konar
23,Female,Post Graduate,Single,Trainee,Day only,5,8.1,1,1,3,1,1,3,1,2,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,Employee counselling,Aishwarya Ashokan
26,Male,Post Graduate,Single,Senior Associate,Day only,5,8,1,1,2,1,1,4,3,1,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,Motivational lectures;Health club,Suresh Konar
21,Male,Graduate,Single,Trainee,Day only,6,7,1,1,1,1,1,4,3,1,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,Employee counselling;Effective training and development program;Motivational lectures;Health club,Suresh Konar
22,Female,Graduate,Single,Trainee,Night only,5,7,1,1,3,1,1,5,3,2,0,1,1,2,2,2,1,2,3,2,3,3,3,3,4,4,4,4,4,4,4,4,4,4,3,Losing patience while dealing with customers or clients,Back pain,None,0,,,,,,,,,,,,,,1,1,Employee counselling;Effective training and development program;Motivational lectures;Health club,Aishwarya Ashokan
33,Female,HSC,Single,Associate,Day only,7,8,1,2,1,1,1,4,2,2,1,,1,1,1,1,1,4,4,5,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,Lack of concentration,Tension;Back pain,None,1,1,5,4,3,5,5,5,2,3,4,5,5,3,0,,Motivational lectures,Aishwarya Ashokan
25,Male,Post Graduate,Single,Manager,Day only,5,8,1,1,3,1,1,5,3,2,1,,1,1,3,4,1,3,5,5,1,5,5,5,3,3,5,5,5,5,4,5,3,4,5,Increased Absenteeism,None,Increased Smoking,0,,,,,,,,,,,,,,0,,Effective training and development program,Raj Shah
31,Male,Post Graduate,Married,Manager,Day only,5,9,1,2,3,4,2,7,4,3,1,,2,2,3,3,3,5,4,4,5,3,3,4,3,2,4,3,3,3,2,3,4,3,5,Lack of concentration,None,None,0,,,,,,,,,,,,,,0,,Effective training and development program;Motivational lectures,Raj Shah
31,Male,Post Graduate,Married,Manager,Day only,5,9,1,2,3,4,2,7,4,3,1,,2,2,3,3,3,5,4,4,5,3,3,4,3,2,4,3,3,3,2,3,4,3,5,Lack of concentration,None,None,0,,,,,,,,,,,,,,0,,Effective training and development program;Motivational lectures,Raj Shah
28,Female,Graduate,Married,Senior Associate,Day only,5,9,1,1,3,3,2,5,2,3,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,Employee counselling;Motivational lectures,Suresh Konar
22,Female,Graduate,Single,Trainee,Night only,5,8,1,1,3,1,1,5,3,2,1,,2,2,2,2,1,2,3,2,4,4,3,3,4,3,3,4,4,3,3,3,4,4,4,Lack of concentration,Headache;Back pain,None,0,,,,,,,,,,,,,,1,1,Employee counselling;Effective training and development program;Motivational lectures;Health club,Suresh Konar
22,Female,Post Graduate,Single,Senior Associate,Day only,5,9.15,1,1,4,2,1,5,2,3,1,,3,3,1,2,2,2,1,1,1,1,2,2,5,2,3,4,4,3,1,1,1,1,3,Low morale,Tension;Depression,Frequent crying,0,,,,,,,,,,,,,,0,,Employee counselling;Effective training and development program,Suresh Konar
22,Female,Post Graduate,Single,Associate,Day only,5,9,1,1,4,2,1,4,2,2,1,,1,3,3,4,3,3,3,2,1,3,3,4,5,5,4,1,2,2,2,5,4,4,4,Losing patience while dealing with customers or clients,Headache;Back pain,Under/Over Eating,0,,,,,,,,,,,,,,1,0,Health club,Suresh Konar
22,Female,Graduate,Single,Trainee,Day only,6,8,1,1,1,2,1,4,2,2,0,1,2,1,1,1,1,3,4,4,2,2,2,2,3,3,2,2,1,1,2,2,2,2,2,Committing more errors,None,None,0,,,,,,,,,,,,,,1,1,Employee counselling;Motivational lectures;Health club,Aishwarya Ashokan
22,Male,Graduate,Single,Trainee,Day only,6,7,1,1,3,1,1,2,1,1,1,,3,2,3,3,2,2,1,1,5,4,3,4,5,4,4,4,5,5,5,5,5,5,5,Low morale,Headache;Back pain,None,0,,,,,,,,,,,,,,0,,Motivational lectures,Aishwarya Ashokan
26,Male,Graduate,Single,Manager,Day or Night,6,7,1,2,2,2,1,5,3,2,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,Effective training and development program,Aishwarya Ashokan
23,Female,Post Graduate,Single,Trainee,Day only,5,8.45,1,1,2,2,1,6,3,3,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,Motivational lectures,Aishwarya Ashokan
22,Male,Graduate,Single,Associate,Day only,5,8,1,1,1,1,1,4,2,2,0,1,3,1,3,3,1,2,1,2,1,4,4,3,4,4,4,4,4,3,1,5,1,3,1,Lack of concentration,Restlessness,None,1,1,3,4,3,4,3,3,3,4,4,4,3,3,0,,Employee counselling;Effective training and development program;Motivational lectures,Suresh Konar
27,Female,Post Graduate,Married,Manager,Day only,6,8,1,1,2,1,1,3,1,2,0,1,1,1,2,1,3,3,5,4,1,1,2,3,2,2,2,1,1,2,2,2,2,2,2,Increased Absenteeism,Headache;Back pain,None,0,,,,,,,,,,,,,,1,1,Motivational lectures,Suresh Konar
22,Male,Graduate,Single,Associate,Day only,5,8,1,1,1,1,1,2,1,1,1,,3,4,3,4,3,3,2,1,4,4,4,4,4,4,4,4,4,4,4,4,3,4,2,Lack of concentration,Tension;Restlessness,Poor performance in job,0,,,,,,,,,,,,,,1,0,Effective training and development program,Suresh Konar
20,Male,SSC,Single,Associate,Day only,6,7,1,1,3,1,1,3,0,3,1,,4,2,5,5,3,4,1,5,1,3,5,5,5,5,5,2,5,5,5,3,4,4,2,Losing patience while dealing with customers or clients,Headache;Depression;Restlessness;Back pain,Increased Smoking;Poor performance in job,0,,,,,,,,,,,,,,0,,Health club,Aishwarya Ashokan
30,Male,Graduate,Single,Senior Associate,Day or Night,6,8,1,2,2,1,1,6,4,2,1,,3,2,3,3,3,1,1,3,3,2,5,5,4,3,5,4,3,3,1,5,5,5,5,Lack of concentration,None,None,0,,,,,,,,,,,,,,0,,Motivational lectures,Suresh Konar
23,Female,Post Graduate,Single,Trainee,Day only,5,9,1,1,2,1,1,3,2,1,1,,1,1,3,2,3,3,3,3,3,4,4,4,4,5,4,4,5,5,2,4,4,4,4,Committing more errors,None,Under/Over Eating,1,1,5,5,3,5,3,5,3,4,4,4,4,5,0,,Effective training and development program;Health club,Akash Kadge
23,Male,Graduate,Single,Associate,Day only,5,8,1,1,2,1,1,5,2,3,1,,1,2,3,3,2,2,1,4,2,2,2,2,4,3,5,4,4,4,2,4,4,4,3,Lack of concentration,Tension,Poor performance in job;Withdrawal from relationship,0,,,,,,,,,,,,,,0,,Health club,Suresh Konar
26,Male,Graduate,Single,Senior Associate,Day only,6,9,1,1,5,2,1,2,1,1,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,Motivational lectures,Suresh Konar
24,Female,Post Graduate,Single,Associate,Day only,6,8,1,1,4,1,1,4,1,3,1,,2,2,1,2,2,4,4,4,3,4,4,5,5,2,2,2,4,1,1,5,4,5,5,Low morale,Anxiety;Insecurity;Restlessness;Back pain,Under/Over Eating;Frequent crying;Violence,0,,,,,,,,,,,,,,0,,Employee counselling;Motivational lectures,Suresh Konar
22,Male,SSC,Single,Trainee,Day only,6,8,1,1,3,1,2,3,1,2,1,,3,3,2,3,3,3,1,3,2,1,1,2,1,2,1,1,1,2,2,2,2,2,2,Committing more errors,Back pain,Poor performance in job,0,,,,,,,,,,,,,,0,,Motivational lectures,Raj Shah
23,Female,Post Graduate,Single,Manager,Day only,5,7,1,2,2,2,1,2,1,1,1,,2,3,1,3,2,1,2,4,1,1,1,3,3,4,4,4,3,5,5,5,3,5,4,Losing patience while dealing with customers or clients,Headache;Anxiety,Under/Over Eating;Frequent crying,1,1,4,3,5,5,1,5,2,5,5,5,5,3,0,,Employee counselling;Effective training and development program,Aishwarya Ashokan
22,Female,Post Graduate,Single,Trainee,Day only,6,7,1,2,1,1,1,4,2,2,1,,1,2,2,1,2,2,1,5,2,3,5,5,4,5,3,2,1,5,1,1,1,3,4,Low morale,Stomach disorder;Anxiety;Depression,Under/Over Eating;Frequent crying;Withdrawal from relationship,0,,,,,,,,,,,,,,0,,Health club,Suresh Konar
22,Female,Graduate,Single,Associate,Day only,5,10,1,1,4,1,1,4,1,3,1,,3,4,5,3,3,3,4,4,3,3,4,5,5,3,2,2,4,5,5,5,4,4,3,Low morale,Headache;Tension,Frequent crying,1,1,5,5,2,4,5,5,3,2,5,5,4,2,0,,Health club,Suresh Konar
25,Male,Post Graduate,Single,Associate,Day only,5,8,1,1,1,1,1,4,2,2,1,,1,2,3,3,2,2,1,5,3,5,5,5,5,5,5,5,5,5,4,5,2,5,5,Losing patience while dealing with customers or clients,Headache,None,0,,,,,,,,,,,,,,0,,Health club,Suresh Konar
23,Female,Post Graduate,Single,Trainee,Day only,6,8,1,1,1,1,1,3,1,2,1,,4,4,4,4,4,4,4,5,2,2,2,4,4,3,4,4,4,4,4,4,4,4,4,Can't complete your work within specific time,Depression,Under/Over Eating,0,,,,,,,,,,,,,,0,,Health club,Suresh Konar
26,Female,Graduate,Single,Senior Associate,Day or Night,5,6.5,1,1,2,2,1,4,3,1,1,,1,2,2,4,1,3,2,2,3,5,5,5,5,5,5,5,1,5,1,5,1,5,3,Can't complete your work within specific time,Stomach disorder;Tension;Depression;High/Low Blood Pressure;Back pain,Under/Over Eating;Frequent crying,0,,,,,,,,,,,,,,1,1,Employee counselling;Effective training and development program;Motivational lectures;Health club,Suresh Konar
23,Male,Post Graduate,Single,Associate,Day only,5,9,1,1,3,2,1,6,4,2,1,,1,1,3,3,3,3,2,3,3,3,5,4,1,2,3,4,4,4,3,1,3,2,3,Lack of concentration,None,None,0,,,,,,,,,,,,,,0,,Employee counselling;Effective training and development program;Motivational lectures;Health club,Suresh Konar
24,Male,Graduate,Single,Associate,Day only,6,8,1,1,4,1,1,4,1,3,1,,2,3,2,3,5,4,1,4,2,4,5,3,3,4,4,4,4,5,3,5,4,4,3,Losing patience while dealing with customers or clients,Headache;Tension;Depression;Restlessness,Under/Over Eating;None;Others,0,,,,,,,,,,,,,,0,,Employee counselling;Effective training and development program;Motivational lectures,Suresh Konar
23,Female,Post Graduate,Single,Associate,Day only,5,8,1,1,3,2,1,3,1,2,0,1,1,2,3,3,3,4,3,4,4,4,4,4,5,4,5,4,5,3,2,5,4,4,4,Can't complete your work within specific time,Restlessness,Under/Over Eating,0,,,,,,,,,,,,,,1,1,Employee counselling;Effective training and development program;Motivational lectures;Health club,Aishwarya Ashokan
26,Female,Graduate,Single,Senior Associate,Day only,6,9,1,1,3,2,1,3,2,1,1,,2,5,4,5,5,5,5,3,4,4,5,5,5,3,5,5,5,5,3,5,3,5,5,Can't complete your work within specific time,Headache;Tension;Restlessness;Back pain,Excessive alcohol;Under/Over Eating;Violence,0,,,,,,,,,,,,,,0,,Effective training and development program,Suresh Konar
28,Female,Post Graduate,Single,Associate,Day only,6,8,1,2,2,1,2,5,3,2,1,,3,3,3,3,1,3,1,3,1,2,1,1,1,1,2,1,2,1,1,1,1,1,1,Can't complete your work within specific time,Headache;Tension;Depression;Insecurity;Insomnia;High/Low Blood Pressure;Back pain,Increased Smoking;Poor performance in job,0,,,,,,,,,,,,,,0,,Employee counselling;Effective training and development program;Motivational lectures;Health club,Aishwarya Ashokan
27,Female,Post Graduate,Married,Associate,Day or Night,5,8,1,2,3,3,1,2,0,2,1,,2,2,1,1,2,2,3,2,5,5,5,5,4,3,1,3,4,1,1,1,5,3,3,Lack of concentration,Tension;Back pain,Poor performance in job,0,,,,,,,,,,,,,,0,,Employee counselling;Effective training and development program,Suresh Konar
22,Male,Graduate,Single,Associate,Day only,5,8,1,1,2,2,1,4,1,3,1,,1,1,4,3,2,4,3,3,4,4,2,5,4,3,3,4,3,3,3,3,3,3,4,Can't complete your work within specific time,None,None,0,,,,,,,,,,,,,,0,,Effective training and development program,Aishwarya Ashokan
24,Male,Graduate,Single,Trainee,Day or Night,6,9,1,1,4,1,2,3,1,2,1,,2,3,2,2,1,2,3,3,2,2,1,2,1,1,1,2,1,2,2,1,1,2,2,Can't complete your work within specific time,Back pain,Gambling,0,,,,,,,,,,,,,,0,,Employee counselling,Suresh Konar
26,Female,Post Graduate,Single,Associate,Day only,5,8,1,1,1,2,1,4,1,3,1,,1,1,1,3,3,4,2,4,1,2,2,4,2,2,4,2,1,4,1,1,1,1,1,Lack of concentration,Headache;Tension;Anxiety,None,0,,,,,,,,,,,,,,0,,Employee counselling,Suresh Konar
24,Female,Post Graduate,Single,Associate,Day only,5,7,1,1,3,2,1,4,1,3,1,,2,2,2,1,2,2,2,2,2,4,4,5,3,2,2,2,4,2,3,3,3,3,3,Lack of concentration,None,None,0,,,,,,,,,,,,,,0,,Effective training and development program,Suresh Konar
25,Female,Post Graduate,Single,Associate,Day only,5,8,1,1,1,2,1,5,3,2,1,,2,3,4,5,2,2,1,2,3,4,5,5,4,2,5,5,3,5,5,4,3,3,2,Low morale,Insecurity,None,0,,,,,,,,,,,,,,1,1,Employee counselling;Effective training and development program,Suresh Konar
24,Female,Post Graduate,Single,Trainee,Day or Night,6,8,1,1,2,1,1,5,2,3,1,,1,2,3,2,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,2,3,Lack of concentration,Headache,None,0,,,,,,,,,,,,,,1,1,Motivational lectures,Suresh Konar
31,Male,Post Graduate,Single,Team Leader,Day or Night,5,8,1,2,2,4,1,4,2,2,0,1,2,5,4,4,5,1,4,1,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,Low morale,Headache;Chest pain;Tension;Depression;Insomnia;Back pain,Increased Smoking;Excessive alcohol;Under/Over Eating;Frequent crying;Poor performance in job,0,,,,,,,,,,,,,,1,1,Employee counselling;Effective training and development program,Anshika Yadav
25,Female,Graduate,Single,Senior Associate,Day only,5,8,1,1,3,2,1,4,1,3,1,,1,5,4,5,5,4,1,3,2,5,5,5,1,1,1,4,2,5,1,4,2,5,5,Losing patience while dealing with customers or clients,Headache;Stomach disorder;Tension;Insomnia;Others,Under/Over Eating;Frequent crying;Others,0,,,,,,,,,,,,,,0,,Health club,Suresh Konar
26,Male,Post Graduate,Single,Associate,Day only,6,8,1,1,4,2,2,6,4,2,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,Effective training and development program,Aishwarya Ashokan
21,Male,Graduate,Single,Associate,Day only,6.5,10,1,1,2,2,1,4,2,2,1,,2,5,4,4,2,3,2,3,3,3,4,4,4,4,3,4,4,5,4,5,4,4,4,Committing more errors,Headache;Chest pain;Tension;Depression;High/Low Blood Pressure;Restlessness,Suicidal Thoughts,0,,,,,,,,,,,,,,0,,Employee counselling,Raj Shah
24,Female,Post Graduate,Single,Trainee,Day only,5,9,1,1,1,2,1,4,2,2,1,,2,3,4,3,3,4,3,3,2,2,2,4,5,3,4,3,3,3,3,5,3,4,5,Losing patience while dealing with customers or clients,Headache;Stomach disorder;Tension;Anxiety;High/Low Blood Pressure;Restlessness;Back pain,Withdrawal from relationship,1,1,4,4,5,4,2,4,1,5,3,4,3,2,0,,Effective training and development program;Health club,Suresh Konar
24,Male,Graduate,Single,Associate,Day only,5,8,1,1,2,2,1,2,1,1,1,,2,1,2,3,2,4,5,4,3,3,4,4,5,5,5,5,4,4,5,5,5,5,3,Lack of concentration,Headache;Tension;Anxiety;Depression;Insecurity;Insomnia;High/Low Blood Pressure;Restlessness;Back pain,Under/Over Eating;Suicidal Thoughts,1,1,4,3,3,5,3,5,1,3,4,4,4,3,0,,Employee counselling;Effective training and development program;Motivational lectures;Health club,Suresh Konar
22,Female,Graduate,Single,Associate,Day only,6,8,1,1,2,1,1,4,2,2,1,,2,3,1,2,1,3,4,4,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,Lack of concentration,Headache,None,1,1,5,5,3,4,3,5,5,5,5,5,5,3,0,,Motivational lectures;Health club,Aishwarya Ashokan
22,Male,Graduate,Single,Associate,Day or Night,5,8,1,1,2,1,2,4,2,2,0,1,2,1,1,2,1,4,3,3,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,Committing more errors,None,None,0,,,,,,,,,,,,,,1,1,Effective training and development program;Motivational lectures;Health club,Suresh Konar
25,Male,Graduate,Single,Associate,Day or Night,5,9,1,1,2,1,1,4,1,3,1,,3,2,1,3,3,2,2,2,5,3,2,3,5,4,3,5,4,5,5,4,5,4,2,Lack of concentration,Headache;Tension;Back pain,Increased Smoking;Poor performance in job,0,,,,,,,,,,,,,,0,,Employee counselling;Effective training and development program,Aishwarya Ashokan
